"dataset","loci_name","alphabet","n_taxa","n_bp","pass_phi","pass_maxchi","pass_geneconv_inner","pass_geneconv_outer","pass_geneconv"
"Pease2016","ch01-s13900000","dna",29,8738,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s1400000","dna",29,37039,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s1500000","dna",29,30046,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s1600000","dna",29,21815,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s16600000","dna",29,5657,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s1700000","dna",29,19841,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s1800000","dna",29,45453,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s1900000","dna",29,26815,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s200000","dna",29,31483,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s2000000","dna",29,22228,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s2100000","dna",29,32403,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s2200000","dna",29,31657,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s2300000","dna",29,28231,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s2400000","dna",29,32737,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s2500000","dna",29,16199,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s2600000","dna",29,19091,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s2700000","dna",29,24428,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s2800000","dna",29,31407,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s2900000","dna",29,31022,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s300000","dna",29,37760,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s3000000","dna",29,41123,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s3100000","dna",29,13407,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s3200000","dna",29,19870,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s3300000","dna",29,11723,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s3500000","dna",29,9494,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s3600000","dna",29,14382,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s36200000","dna",29,9297,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s3700000","dna",29,6481,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s3800000","dna",29,12489,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s400000","dna",29,40991,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s4100000","dna",29,6577,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s41100000","dna",29,3980,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s41400000","dna",29,3934,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s4200000","dna",29,8931,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s43000000","dna",29,3012,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s43200000","dna",29,5906,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s4500000","dna",29,9723,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s45600000","dna",29,2252,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s4600000","dna",29,12304,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s46800000","dna",29,3152,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s4800000","dna",29,7556,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s4900000","dna",29,8514,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s500000","dna",29,31524,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s5000000","dna",29,14087,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s5100000","dna",29,12223,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s5300000","dna",29,21594,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s53200000","dna",29,2024,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s53500000","dna",29,1222,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s54700000","dna",29,3794,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s5500000","dna",29,21753,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s55900000","dna",29,11257,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s5600000","dna",29,8815,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s56900000","dna",29,5213,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s5700000","dna",29,14156,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s5800000","dna",29,9248,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s59700000","dna",29,2381,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s59800000","dna",29,5888,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s600000","dna",29,32986,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s60400000","dna",29,8670,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s61200000","dna",29,5477,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s6200000","dna",29,11445,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s6300000","dna",29,17892,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s63600000","dna",29,10113,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s63800000","dna",29,3574,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s64000000","dna",29,12366,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s65400000","dna",29,10639,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s65800000","dna",29,11244,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s66400000","dna",29,3843,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s66700000","dna",29,3159,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s67400000","dna",29,2898,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s67900000","dna",29,5091,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s6800000","dna",29,10680,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s68800000","dna",29,14532,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s69300000","dna",29,12539,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s69500000","dna",29,6147,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s69800000","dna",29,8675,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s700000","dna",29,25983,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s7000000","dna",29,5061,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s70900000","dna",29,5488,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s71700000","dna",29,8691,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s71800000","dna",29,12487,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s71900000","dna",29,4059,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s72200000","dna",29,6553,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s72300000","dna",29,13949,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s72900000","dna",29,4587,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s73900000","dna",29,7087,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s74200000","dna",29,8385,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s74300000","dna",29,4846,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s74600000","dna",29,14227,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s74800000","dna",29,13955,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s74900000","dna",29,10086,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s75000000","dna",29,11632,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s75100000","dna",29,3113,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s75200000","dna",29,6597,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s75300000","dna",29,13241,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s75400000","dna",29,14068,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s75800000","dna",29,21638,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s7600000","dna",29,6689,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s76100000","dna",29,7570,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s76200000","dna",29,16454,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s76300000","dna",29,16332,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s76400000","dna",29,15906,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s76500000","dna",29,11693,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s76600000","dna",29,16762,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s76700000","dna",29,9697,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s76800000","dna",29,9641,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s76900000","dna",29,4797,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s77000000","dna",29,18273,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s77100000","dna",29,15207,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s77200000","dna",29,24454,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s77300000","dna",29,15242,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s77400000","dna",29,12210,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s77500000","dna",29,19293,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s77600000","dna",29,9174,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s77700000","dna",29,31721,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s77800000","dna",29,15101,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s78100000","dna",29,13764,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s78200000","dna",29,12998,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s78300000","dna",29,30885,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s78400000","dna",29,27961,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s78500000","dna",29,36327,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s78600000","dna",29,14490,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s78700000","dna",29,25220,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s78800000","dna",29,17147,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s78900000","dna",29,33667,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s79000000","dna",29,18134,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s79100000","dna",29,17474,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s79200000","dna",29,19537,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s79300000","dna",29,14658,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s79400000","dna",29,27467,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s79500000","dna",29,29957,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s79600000","dna",29,22335,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s79700000","dna",29,20316,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s79800000","dna",29,20530,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s79900000","dna",29,30533,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s800000","dna",29,38040,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s80000000","dna",29,8932,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s80100000","dna",29,30912,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s80200000","dna",29,19270,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s80300000","dna",29,33756,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s80400000","dna",29,27795,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s80500000","dna",29,27659,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s80600000","dna",29,36409,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s80700000","dna",29,26663,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s80800000","dna",29,7706,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s81000000","dna",29,24497,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s81100000","dna",29,29014,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s81200000","dna",29,18439,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s81300000","dna",29,18885,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s81600000","dna",29,24006,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s81700000","dna",29,23177,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s81800000","dna",29,31131,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s81900000","dna",29,19154,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s82000000","dna",29,15100,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s82100000","dna",29,33533,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s82200000","dna",29,27787,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s82300000","dna",29,27962,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s82400000","dna",29,28238,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s82500000","dna",29,28810,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s82600000","dna",29,38974,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s82700000","dna",29,25541,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s82800000","dna",29,21805,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s82900000","dna",29,20158,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s83000000","dna",29,26145,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s83100000","dna",29,19819,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s83200000","dna",29,21007,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s83300000","dna",29,18701,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s83400000","dna",29,30674,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s83500000","dna",29,31449,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s83600000","dna",29,24239,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s83800000","dna",29,23909,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s83900000","dna",29,22968,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s84000000","dna",29,12710,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s84100000","dna",29,30837,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s84200000","dna",29,18870,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s84300000","dna",29,27090,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s84400000","dna",29,18832,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s84500000","dna",29,23900,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s84600000","dna",29,19829,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s84700000","dna",29,14863,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s84800000","dna",29,32088,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s84900000","dna",29,32111,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s85000000","dna",29,26236,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s85100000","dna",29,39356,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s85200000","dna",29,17097,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s85300000","dna",29,38868,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s85400000","dna",29,37790,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s85500000","dna",29,21315,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s85600000","dna",29,26993,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s85700000","dna",29,28056,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s85800000","dna",29,33409,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s85900000","dna",29,40914,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s8600000","dna",29,9538,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s86000000","dna",29,31789,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s86100000","dna",29,39186,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s86200000","dna",29,39290,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s86300000","dna",29,30802,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s86400000","dna",29,21938,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s86500000","dna",29,34619,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s86600000","dna",29,33324,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s86700000","dna",29,34019,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s86800000","dna",29,27369,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s86900000","dna",29,33726,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s87000000","dna",29,25830,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s87100000","dna",29,32737,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s87200000","dna",29,44983,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s87300000","dna",29,27316,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s87400000","dna",29,21180,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s87500000","dna",29,36507,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s87600000","dna",29,43387,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s87700000","dna",29,32196,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s87800000","dna",29,33427,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s87900000","dna",29,40932,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s88000000","dna",29,33516,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s88100000","dna",29,36612,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s88200000","dna",29,29693,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s88300000","dna",29,33887,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s88400000","dna",29,33881,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s88500000","dna",29,32728,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s88600000","dna",29,29030,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s88700000","dna",29,46452,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s88800000","dna",29,26210,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s88900000","dna",29,30388,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s89000000","dna",29,41620,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s89100000","dna",29,24654,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s89200000","dna",29,43342,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s89300000","dna",29,27863,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s89400000","dna",29,36386,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s89500000","dna",29,37201,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s89600000","dna",29,35604,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s89700000","dna",29,27823,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s89800000","dna",29,38822,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s89900000","dna",29,29882,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s900000","dna",29,20960,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s90000000","dna",29,36717,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s90100000","dna",29,23148,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s90200000","dna",29,33192,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s90300000","dna",29,31576,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s90400000","dna",29,35683,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s90500000","dna",29,36470,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s90600000","dna",29,37420,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch01-s90700000","dna",29,36229,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s90800000","dna",29,35032,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s90900000","dna",29,37170,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s91000000","dna",29,27121,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s91100000","dna",29,15929,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s91200000","dna",29,35150,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s91300000","dna",29,40717,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s91400000","dna",29,42818,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s91500000","dna",29,45762,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s91600000","dna",29,39321,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s91700000","dna",29,36703,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s91800000","dna",29,36073,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s91900000","dna",29,29369,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s92000000","dna",29,44110,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s92100000","dna",29,31518,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s92200000","dna",29,35384,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s92300000","dna",29,16220,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s92400000","dna",29,43026,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s92500000","dna",29,27758,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s92600000","dna",29,32811,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s92700000","dna",29,53244,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s92900000","dna",29,29137,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s93000000","dna",29,38250,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s93100000","dna",29,39256,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s93200000","dna",29,23602,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s93300000","dna",29,33964,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch01-s93400000","dna",29,37743,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s93500000","dna",29,27832,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s93600000","dna",29,36086,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s93700000","dna",29,34412,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s93800000","dna",29,31604,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s93900000","dna",29,25800,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s94000000","dna",29,32584,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s94100000","dna",29,26292,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s94200000","dna",29,38664,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch01-s94300000","dna",29,37283,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s94400000","dna",29,25023,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch01-s94500000","dna",29,26962,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s94600000","dna",29,26789,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch01-s94700000","dna",29,29172,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch01-s94800000","dna",29,37917,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch01-s94900000","dna",29,25762,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch01-s95000000","dna",29,33732,TRUE,TRUE,TRUE,TRUE,TRUE
